City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Khasan,RU,42.4308,130.6434,9.14,84,20,11.18,few clouds
461,Edd,ER,13.9297,41.6925,75.0,75,100,12.35,overcast clouds
462,Victoria,HK,22.2855,114.1577,64.99,77,96,1.01,overcast clouds
463,Nambour,AU,-26.6333,152.95,73.99,80,64,4.0,broken clouds
464,Nemuro,JP,43.3236,145.575,18.37,89,84,20.24,light snow
465,Kaspiysk,RU,42.8816,47.6392,39.2,93,90,4.47,overcast clouds
466,Hauterive,FR,46.0901,3.4459,35.6,93,90,5.75,light rain
467,Arkhangelsk,RU,64.5401,40.5433,-14.8,76,90,1.1,overcast clouds
468,Emerald,AU,-23.5333,148.1667,78.8,78,90,14.97,overcast clouds
469,Dali,CN,25.7,100.1833,41.68,85,100,2.66,overcast clouds
470,Toamasina,MG,-18.1667,49.3833,77.0,94,40,2.3,light rain
471,Nouadhibou,MR,20.931,-17.0347,64.4,72,0,18.41,clear sky
472,Jiayuguan,CN,39.8167,98.3,30.56,69,48,5.12,scattered clouds
473,Kasama,ZM,-10.2129,31.1808,65.17,96,100,3.91,moderate rain
474,Kaeo,NZ,-35.1,173.7833,72.0,84,100,5.99,overcast clouds
475,Walvis Bay,NA,-22.9575,14.5053,64.4,82,40,6.91,scattered clouds
476,Luau,AO,-10.7073,22.2247,65.43,97,100,3.78,overcast clouds
477,Northam,GB,51.0333,-4.2167,33.01,78,62,11.01,broken clouds
478,Richards Bay,ZA,-28.783,32.0377,75.24,90,43,5.41,light rain
479,Tapah,MY,4.2004,101.2598,77.0,88,20,3.33,few clouds
480,Aklavik,CA,68.2191,-135.0107,-36.4,74,100,4.61,overcast clouds
481,Gamba,GA,-2.65,10.0,79.12,88,99,5.68,overcast clouds
482,Hammerfest,NO,70.6634,23.6821,21.2,86,75,16.11,light snow
483,Ulaangom,MN,49.9811,92.0667,-2.42,90,99,2.33,overcast clouds
484,Ayabaca,PE,-4.6398,-79.7149,56.61,100,98,4.72,light rain
485,Canico,PT,32.6333,-16.85,60.8,77,20,9.22,few clouds
486,Yangambi,CD,0.8102,24.4336,70.83,50,100,1.52,overcast clouds
487,Paamiut,GL,61.994,-49.6678,30.45,85,78,11.3,broken clouds
488,Panguna,PG,-6.3164,155.4848,76.14,89,100,2.37,light rain
489,Pedasi,PA,7.5333,-80.0333,82.76,75,78,13.69,broken clouds
490,La Garriga,ES,41.6833,2.2833,51.01,84,87,1.57,overcast clouds
491,Orlik,RU,52.5178,99.825,10.24,83,100,2.77,overcast clouds
492,Shakiso,ET,5.75,38.9167,66.96,51,98,3.06,overcast clouds
493,Owando,CG,-0.4819,15.8999,77.52,67,44,2.77,scattered clouds
494,Pindiga,NG,9.9833,10.9333,76.03,18,49,8.03,scattered clouds
495,Bima,ID,-8.4667,118.7167,76.26,86,94,1.99,overcast clouds
496,Netanya,IL,32.3329,34.8599,62.01,67,0,2.3,clear sky
497,Kaitong,CN,44.8135,123.15,5.77,91,0,10.27,clear sky
498,Kalinagar,IN,28.6167,80.1,52.9,66,0,3.42,clear sky
499,Bubaque,GW,11.2833,-15.8333,77.13,65,9,16.02,clear sky
500,Marsa Matruh,EG,31.3525,27.2453,64.4,32,0,13.8,clear sky
501,Bezhetsk,RU,57.7851,36.6965,-7.02,87,0,4.41,clear sky
502,Kuantan,MY,3.8077,103.326,73.4,94,20,1.14,few clouds
503,Salta,AR,-24.7859,-65.4117,75.2,57,75,8.05,broken clouds
504,Lamar,US,33.6668,-95.5836,55.99,71,90,9.22,overcast clouds
505,Sinegorskiy,RU,48.0139,40.8447,20.37,96,100,16.62,snow
506,San Jose,US,37.3394,-121.895,64.0,55,75,9.22,broken clouds
507,Derzhavinsk,KZ,51.1,66.3167,-6.72,89,100,22.37,overcast clouds
508,Veraval,IN,20.9,70.3667,70.5,45,0,8.14,clear sky
509,Brookhaven,US,31.5791,-90.4407,62.01,76,100,4.85,overcast clouds
510,Tanout,NE,14.9709,8.8879,66.87,20,7,11.3,clear sky
511,Belyy Yar,RU,53.6039,91.3903,12.2,92,99,2.24,smoke
512,Limon,CR,10.0,-83.0333,84.2,70,0,8.05,clear sky
513,Manga,BF,11.6636,-1.0731,80.71,16,0,7.65,clear sky
514,Poya,NC,-21.35,165.15,81.72,69,2,3.29,clear sky
515,Abay,KZ,49.6311,72.8539,-4.0,77,75,24.61,snow
516,Xining,CN,36.6167,101.7667,24.28,67,46,1.95,scattered clouds
517,Chumikan,RU,54.7183,135.315,-3.33,84,100,21.74,overcast clouds
518,Ukiah,US,39.1502,-123.2078,61.0,41,20,3.44,few clouds
519,Nuevo Progreso,MX,23.1667,-97.95,82.0,79,5,4.0,clear sky
520,Krutinka,RU,56.0055,71.5113,-3.66,90,100,13.98,overcast clouds
521,Sohag,EG,26.557,31.6948,62.6,48,0,1.14,clear sky
522,Mackay,AU,-21.15,149.2,78.8,89,90,8.05,overcast clouds
523,Oistins,BB,13.0667,-59.5333,80.6,57,40,16.11,scattered clouds
524,Nyurba,RU,63.2842,118.3319,-23.66,86,80,3.74,broken clouds
525,Saint-Pierre,RE,-21.3393,55.4781,77.0,73,0,5.75,clear sky
526,Siilinjarvi,FI,63.0833,27.6667,5.0,92,90,5.75,light snow
527,Mahebourg,MU,-20.4081,57.7,78.8,83,75,6.91,light rain
528,Smithers,CA,54.7804,-127.1743,6.8,56,75,13.8,broken clouds
529,Moosomin,CA,50.1333,-101.6677,-17.32,80,0,18.61,clear sky
530,Guarapari,BR,-20.6667,-40.4975,78.01,94,75,3.44,broken clouds
531,Chicama,PE,-7.8447,-79.1469,69.8,88,82,9.22,broken clouds
532,Parrita,CR,9.5201,-84.3225,80.6,53,20,17.27,few clouds
533,Inuvik,CA,68.3499,-133.7218,-36.4,74,100,4.61,overcast clouds
534,Farafangana,MG,-22.8167,47.8333,78.58,88,100,8.7,light rain
535,Shaunavon,CA,49.6501,-108.4181,-16.6,69,45,19.57,scattered clouds
536,Grootfontein,NA,-19.5667,18.1167,66.2,94,100,3.44,light rain
537,Raglan,NZ,-37.8,174.8833,73.0,78,100,3.0,overcast clouds
538,Naze,JP,28.3667,129.4833,57.2,62,75,16.11,broken clouds
539,Zhangye,CN,38.9342,100.4517,31.6,63,0,4.03,clear sky
540,Shingu,JP,33.7333,135.9833,31.5,90,0,4.7,clear sky
541,Colares,PT,38.7992,-9.4469,57.0,91,100,17.78,overcast clouds
542,Luba,GQ,3.4568,8.5547,81.75,80,80,10.56,broken clouds
543,Kuruman,ZA,-27.4524,23.4325,75.4,54,40,10.27,scattered clouds
544,Ambulu,ID,-8.345,113.6058,75.16,89,96,2.73,overcast clouds
545,Manzhouli,CN,49.6,117.4333,4.15,92,0,5.55,clear sky
546,Avera,US,33.194,-82.5271,60.8,63,90,8.05,overcast clouds
547,Biak,ID,-0.9131,122.8766,76.1,80,100,0.43,overcast clouds
548,Gazli,UZ,40.1333,63.45,40.5,69,34,4.25,scattered clouds
549,Tavda,RU,58.0425,65.2726,-11.51,88,100,8.03,overcast clouds
550,Wiarton,CA,44.7407,-81.1332,15.01,73,90,14.97,snow
551,Trzcianka,PL,53.0406,16.4563,17.01,96,100,5.99,overcast clouds
552,Kimbe,PG,-5.5502,150.1429,82.56,73,32,2.1,scattered clouds
553,Tiznit,MA,29.5833,-9.5,52.45,84,28,2.75,scattered clouds
554,Ceres,US,37.5949,-120.9577,64.0,55,1,2.53,clear sky
555,Kutum,SD,14.2,24.6667,56.01,34,7,10.54,clear sky
556,Cherskiy,RU,68.75,161.3,5.38,76,100,6.67,overcast clouds
557,Sinnamary,GF,5.3833,-52.95,77.9,80,32,14.61,scattered clouds
558,Cayenne,GF,4.9333,-52.3333,80.6,74,75,9.22,broken clouds
559,Liverpool,GB,53.4106,-2.9779,32.0,80,75,9.22,broken clouds
560,Lebyazhye,RU,55.2689,66.4947,-9.72,88,100,14.94,overcast clouds
561,Denia,ES,38.8408,0.1057,59.0,48,17,8.01,few clouds
562,Dumas,US,35.8656,-101.9732,37.4,60,1,9.22,clear sky
563,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.52,90,89,5.97,overcast clouds
564,Blackwater,AU,-23.5833,148.8833,75.63,79,92,16.26,overcast clouds
565,Hami,CN,42.8,93.45,30.97,78,41,4.63,scattered clouds
566,Uglegorskiy,RU,48.2427,41.2531,19.38,95,100,16.08,snow
567,Huilong,CN,31.8111,121.655,44.01,74,73,1.99,broken clouds
568,Piet Retief,ZA,-27.0071,30.8132,64.65,98,100,4.97,light rain
569,Manoel Urbano,BR,-8.8389,-69.2597,80.02,93,100,0.6,light rain
570,Vikhorevka,RU,56.1201,101.1636,24.8,68,98,15.66,overcast clouds
571,Yarada,IN,17.65,83.2667,64.4,94,37,2.3,mist
572,Blackfalds,CA,52.3834,-113.7853,-14.8,76,82,5.75,broken clouds
573,Goure,NE,13.9835,10.2704,68.54,20,29,10.07,scattered clouds
574,Hengyang,CN,26.8881,112.615,48.92,83,100,4.09,overcast clouds
575,Salinas,US,36.6777,-121.6555,57.0,71,1,11.5,clear sky
576,Tessalit,ML,20.1986,1.0114,64.4,22,48,10.67,scattered clouds
577,Bairiki,KI,1.3292,172.9752,82.4,89,20,10.36,few clouds
578,Tchaourou,BJ,8.8865,2.5975,79.88,16,0,5.64,clear sky
579,Cacador,BR,-26.7753,-51.015,66.22,60,71,1.61,broken clouds
580,Monroe,US,43.1501,-77.6831,24.01,50,20,3.51,few clouds
581,Beachwood,US,41.4645,-81.5087,25.0,58,90,5.75,overcast clouds
582,Larsnes,NO,62.2028,5.5773,24.01,74,0,3.0,clear sky
583,Bingol,TR,38.8847,40.4939,37.29,79,100,1.36,overcast clouds
584,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,88.0,43,100,1.99,overcast clouds
585,Bouna,CI,9.2667,-3.0,80.65,20,0,2.62,clear sky
586,Marquette,US,46.5333,-87.6335,8.01,39,48,3.0,scattered clouds
587,Chengde,CN,40.9725,117.9361,20.26,79,15,3.27,few clouds
588,Chake Chake,TZ,-5.2459,39.7666,78.28,87,100,8.81,overcast clouds
589,Seoul,KR,37.5683,126.9778,19.4,63,0,2.3,clear sky
590,La Ronge,CA,55.1001,-105.2842,-20.2,57,100,12.66,overcast clouds
591,La Asuncion,VE,11.0333,-63.8628,77.29,82,1,16.89,clear sky
592,Tukrah,LY,32.5341,20.5791,58.86,79,1,7.29,clear sky
593,Marienburg,PL,54.0359,19.0266,17.01,100,100,13.38,light snow
594,Kieta,PG,-6.2167,155.6333,82.38,80,86,9.84,light rain
595,Olinda,BR,-8.0089,-34.8553,80.6,65,40,8.05,scattered clouds
596,Katobu,ID,-4.9408,122.5276,76.46,91,100,2.66,overcast clouds
597,Lahat,ID,-3.8,103.5333,71.8,88,100,2.06,overcast clouds
598,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.2,63,75,4.61,broken clouds
599,Senno,RU,59.5336,33.9167,-1.12,93,24,4.45,few clouds
600,Moroni,KM,-11.7022,43.2551,81.3,79,100,12.3,moderate rain
601,Mogadishu,SO,2.0371,45.3438,77.31,84,94,21.7,overcast clouds
602,Constantine,DZ,36.365,6.6147,50.0,76,75,20.71,broken clouds
603,Rubbestadneset,NO,59.8147,5.2681,23.0,58,6,12.66,clear sky
604,Marneuli,GE,41.4759,44.8089,39.2,87,100,4.61,overcast clouds
605,Maniitsoq,GL,65.4167,-52.9,24.01,82,0,13.2,clear sky
606,Asau,RO,46.4333,26.4,34.0,75,99,5.39,overcast clouds
607,Qasigiannguit,GL,68.8193,-51.1922,24.8,36,0,24.16,clear sky
608,Aktyubinskiy,RU,54.8137,52.8056,-19.08,89,100,13.24,overcast clouds
609,Nizwa,OM,22.9333,57.5333,57.99,73,98,0.81,overcast clouds
610,Bayshore Gardens,US,27.4253,-82.5904,78.01,69,90,4.61,overcast clouds
611,College,US,64.8569,-147.8028,-7.01,76,1,6.91,clear sky
612,Sweetwater,US,25.7634,-80.3731,82.99,65,40,11.5,scattered clouds
613,Saratovskaya,RU,44.7103,39.2244,30.2,93,0,6.71,clear sky
614,Flin Flon,CA,54.7682,-101.865,-20.2,63,90,16.11,snow
615,Bardiyah,LY,31.7561,25.0865,61.02,78,0,11.18,clear sky
616,Tommot,RU,58.9564,126.2925,-11.29,88,100,0.87,overcast clouds
617,Diamantino,BR,-14.4086,-56.4461,79.0,60,33,1.07,scattered clouds
618,Singaraja,ID,-8.112,115.0882,77.56,80,100,2.77,overcast clouds
619,Waipawa,NZ,-41.4122,175.5153,66.2,77,90,20.71,moderate rain
620,Marquard,ZA,-28.6645,27.4305,67.68,61,7,13.0,clear sky
621,Acapulco,MX,16.8634,-99.8901,84.2,65,20,10.36,few clouds
622,Camopi,GF,3.1655,-52.3158,74.48,94,98,4.61,overcast clouds
623,Bundaberg,AU,-24.85,152.35,82.0,69,3,9.22,clear sky
624,Maragogi,BR,-9.0122,-35.2225,78.85,74,24,9.78,few clouds
625,Qunduz,AF,36.729,68.857,53.8,50,41,1.54,scattered clouds
626,Arlit,NE,18.7369,7.3853,72.55,17,85,4.43,overcast clouds
627,Mahajanga,MG,-15.7167,46.3167,75.2,94,40,12.66,moderate rain
628,Pascagoula,US,30.3658,-88.5561,63.0,67,40,11.5,scattered clouds
629,Qaqortoq,GL,60.7167,-46.0333,39.2,28,75,37.98,broken clouds
630,Vila Do Maio,CV,15.1333,-23.2167,68.0,77,90,18.41,overcast clouds
631,Curaca,BR,-8.9903,-39.9094,89.11,36,84,6.71,broken clouds
632,Ottawa,CA,45.4112,-75.6981,19.99,57,75,11.5,broken clouds
633,Visegrad,BA,43.7847,19.2992,41.0,56,0,1.14,clear sky
634,Sindou,BF,10.6667,-5.1667,80.35,19,1,3.2,clear sky
635,Eureka,US,40.8021,-124.1637,50.0,75,100,4.0,overcast clouds
636,Anloga,GH,5.7947,0.8973,82.4,83,20,11.5,few clouds
637,Zhanakorgan,KZ,43.9098,67.2495,28.31,86,100,3.74,overcast clouds
638,Alexandria,EG,31.2156,29.9553,59.0,88,0,8.05,clear sky
639,Taywarah,AF,33.35,64.4167,30.7,78,27,2.55,scattered clouds
640,Clarence Town,AU,-32.5833,151.7833,73.0,73,75,10.36,broken clouds
641,Takaungu,KE,-3.6837,39.8566,78.8,89,75,3.44,broken clouds
642,Teya,RU,60.3778,92.6267,23.76,95,100,5.84,light snow
643,Padilla,CO,3.2204,-76.3139,80.6,61,75,12.66,light rain
644,Suluq,LY,31.6682,20.2521,57.07,78,0,2.89,clear sky
645,Warrnambool,AU,-38.3833,142.4833,57.99,81,8,1.01,clear sky
646,Cafarnaum,BR,-11.6936,-41.4683,70.65,85,100,5.14,overcast clouds
647,Bhakkar,PK,31.6253,71.0657,55.78,41,4,3.49,clear sky
648,Ahipara,NZ,-35.1667,173.1667,70.59,73,100,10.83,light rain
649,Micomeseng,GQ,2.1462,10.6164,70.77,99,100,3.04,overcast clouds
650,Cap Malheureux,MU,-19.9842,57.6142,75.99,84,15,1.99,few clouds
651,Bontang,ID,0.1333,117.5,78.87,80,100,1.61,overcast clouds
652,Beloha,MG,-25.1667,45.05,77.59,80,100,2.93,light rain
653,Ratnagiri,IN,16.9833,73.3,72.05,36,0,5.91,clear sky
654,Hokitika,NZ,-42.7167,170.9667,59.14,93,100,10.96,light rain
655,Belle Fourche,US,44.6714,-103.8522,5.0,71,20,5.75,few clouds
656,Agar,IN,23.7,76.0167,57.06,37,0,2.15,clear sky
657,Santo Amaro Das Brotas,BR,-10.7889,-37.0544,80.6,74,20,14.97,few clouds
658,Santa Fe,AR,-31.6333,-60.7,81.0,68,96,1.99,overcast clouds
659,Yabrud,SY,33.9674,36.6574,51.8,76,0,14.47,clear sky
660,Gaoual,GN,11.75,-13.2,80.53,20,2,1.5,clear sky
661,Los Llanos De Aridane,ES,28.6585,-17.9182,66.2,63,75,4.61,broken clouds
662,Perth,AU,-31.9333,115.8333,63.0,94,75,4.61,broken clouds
663,Cabcab,PH,13.6268,124.0515,78.53,83,100,13.89,moderate rain
664,Pochutla,MX,15.7432,-96.4661,88.0,48,20,6.17,few clouds
665,Karratha,AU,-20.7377,116.8463,78.58,75,18,11.99,few clouds
666,Puga,MX,21.5833,-104.8167,86.0,26,1,12.66,clear sky
667,Tiarei,PF,-17.5333,-149.3333,87.01,62,20,10.36,few clouds
668,Yelizavetinskoye,RU,45.0072,43.3494,26.83,98,100,13.94,snow
669,Albert,FR,50.0009,2.651,23.0,93,90,10.36,overcast clouds
670,Santa Cruz,BO,-17.8,-63.1667,89.6,48,75,6.91,broken clouds
671,Kloulklubed,PW,7.0419,134.2556,80.6,78,90,5.75,overcast clouds
672,Tilichiki,RU,60.4667,166.1,17.85,97,91,8.39,overcast clouds
673,Mikasa,JP,43.251,141.9043,23.0,58,75,13.8,light snow
674,Puerto Maldonado,PE,-12.6,-69.1833,85.41,70,100,1.95,overcast clouds
675,Karasjok,NO,69.4719,25.5112,19.4,73,75,16.11,broken clouds
676,Hovd,MN,48.0056,91.6419,12.79,88,42,1.48,scattered clouds
677,Suclayin,PH,15.7568,121.5503,71.53,87,99,3.47,overcast clouds
678,Rafaela,AR,-31.2503,-61.4867,84.78,34,100,1.21,overcast clouds
679,Constitucion,CL,-35.3333,-72.4167,64.58,75,14,12.62,few clouds
680,Sangre Grande,TT,10.5835,-61.1177,82.4,57,20,18.41,few clouds
681,Homer,US,59.6425,-151.5483,21.99,63,1,11.5,clear sky
682,Portlethen,GB,57.0547,-2.1307,33.8,55,40,9.22,light snow
683,Svetlyy,RU,54.675,20.1347,17.6,86,90,22.37,snow
684,Thai Binh,VN,20.45,106.3333,64.4,88,90,11.5,overcast clouds
685,Piracuruca,BR,-3.9281,-41.7092,77.0,87,99,5.93,overcast clouds
686,Along,IN,28.1667,94.7667,48.96,56,0,1.77,clear sky
687,Kanniyakumari,IN,8.0833,77.5667,75.47,70,58,24.38,broken clouds
688,Tuy Hoa,VN,13.0833,109.3,70.48,89,78,4.16,broken clouds
689,Puerto Carreno,CO,6.189,-67.4859,92.48,41,93,15.03,overcast clouds
