City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,Manglisi,41.697,44.3845,41.0,87,97,5.75,GE,2021-02-08 20:27:57
277,Boksitogorsk,59.474,33.8485,5.0,85,0,1.99,RU,2021-02-08 20:27:57
278,Havoysund,70.9963,24.6622,24.8,86,90,19.57,NO,2021-02-08 20:27:57
279,Sinnamary,5.3833,-52.95,80.19,75,30,15.21,GF,2021-02-08 20:27:57
280,Pozo Colorado,-23.4923,-58.7972,94.91,23,1,4.38,PY,2021-02-08 20:27:57
281,Zamora,-4.0692,-78.9567,86.0,39,75,3.44,EC,2021-02-08 20:24:54
282,Novyy Urengoy,66.0833,76.6333,-9.96,91,92,7.18,RU,2021-02-08 20:27:57
283,Dudinka,69.4058,86.1778,5.23,94,100,13.98,RU,2021-02-08 20:27:57
284,Katangli,51.7102,143.2326,5.16,94,100,14.83,RU,2021-02-08 20:27:57
285,Adrar,20.5022,-10.0711,65.17,26,0,8.68,MR,2021-02-08 20:27:57
286,Itarema,-2.9248,-39.9167,82.8,74,100,12.5,BR,2021-02-08 20:27:57
287,Zhelyabovka,45.3988,34.7578,44.69,87,100,8.28,UA,2021-02-08 20:27:57
288,Ust-Ishim,57.6935,71.1665,-6.59,91,100,5.46,RU,2021-02-08 20:27:58
289,Emerald,-23.5333,148.1667,78.8,83,90,12.66,AU,2021-02-08 20:27:58
290,Gat,31.61,34.7642,64.0,52,75,5.19,IL,2021-02-08 20:27:01
291,Bethel,41.3712,-73.414,28.0,36,1,4.61,US,2021-02-08 20:27:58
292,Smithers,54.7804,-127.1743,5.0,78,40,11.5,CA,2021-02-08 20:27:58
293,Galle,6.0367,80.217,77.43,85,93,1.41,LK,2021-02-08 20:23:52
294,Mananara,-16.1667,49.7667,78.21,84,69,3.38,MG,2021-02-08 20:27:58
295,Tonantins,-2.8731,-67.8022,83.88,84,100,2.53,BR,2021-02-08 20:27:58
296,La Macarena,2.1837,-73.7849,92.68,43,30,6.89,CO,2021-02-08 20:27:58
297,Aktas,49.7789,72.9608,-4.0,77,40,22.37,KZ,2021-02-08 20:27:58
298,Ciudad Bolivar,8.1222,-63.5497,89.44,48,97,14.12,VE,2021-02-08 20:27:58
299,Constantine,36.365,6.6147,50.0,81,75,23.02,DZ,2021-02-08 20:24:40
300,Fukue,32.6881,128.8419,44.49,67,47,15.19,JP,2021-02-08 20:27:58
301,Malinovskiy,61.1953,62.8397,-14.48,88,100,8.32,RU,2021-02-08 20:27:59
302,Belmonte,-15.8631,-38.8828,82.4,78,90,2.3,BR,2021-02-08 20:27:59
303,East London,-33.0153,27.9116,70.36,74,36,4.45,ZA,2021-02-08 20:27:59
304,Changji,44.0167,87.3167,10.4,92,24,2.24,CN,2021-02-08 20:27:59
305,Hirara,24.8,125.2833,64.67,78,99,23.55,JP,2021-02-08 20:27:59
306,Jibuti,11.5,42.5,78.8,69,75,4.61,DJ,2021-02-08 20:27:59
307,Bairiki,1.3292,172.9752,80.6,89,75,6.91,KI,2021-02-08 20:27:59
308,Okhotsk,59.3833,143.3,14.61,89,100,13.38,RU,2021-02-08 20:27:59
309,Carauari,-4.8828,-66.8958,88.86,61,76,2.84,BR,2021-02-08 20:27:59
310,Lomovka,53.9194,58.3672,-7.6,54,40,8.95,RU,2021-02-08 20:27:59
311,Kapuskasing,49.4169,-82.4331,1.4,55,67,11.5,CA,2021-02-08 20:28:00
312,Tomatlan,19.9333,-105.25,85.89,43,0,10.02,MX,2021-02-08 20:28:00
313,Ambunti,-4.2365,142.8448,74.73,97,100,2.39,PG,2021-02-08 20:28:00
314,Port Hardy,50.6996,-127.4199,37.4,48,20,10.36,CA,2021-02-08 20:28:00
315,Valdivia,-39.8142,-73.2459,84.2,39,0,13.8,CL,2021-02-08 20:28:00
316,Yulara,-25.2406,130.9889,84.2,24,67,13.8,AU,2021-02-08 20:28:00
317,Sambir,49.5183,23.1975,26.01,86,100,2.55,UA,2021-02-08 20:28:00
318,Quatre Cocos,-20.2078,57.7625,78.8,78,40,6.91,MU,2021-02-08 20:27:55
319,Nanortalik,60.1432,-45.2371,30.09,90,85,12.91,GL,2021-02-08 20:28:00
320,Bathsheba,13.2167,-59.5167,82.4,54,40,17.27,BB,2021-02-08 20:28:00
321,Rawson,-43.3002,-65.1023,72.52,35,0,22.79,AR,2021-02-08 20:28:00
322,Pendleton,45.6721,-118.7886,42.01,52,90,23.02,US,2021-02-08 20:27:23
323,Makasar,-5.14,119.4221,75.2,100,20,1.14,ID,2021-02-08 20:28:01
324,Fare,-16.7,-151.0167,81.18,78,11,13.15,PF,2021-02-08 20:28:01
325,Abu Samrah,35.3029,37.1841,57.45,62,100,4.38,SY,2021-02-08 20:28:01
326,Tulum,20.2167,-87.4667,86.0,54,40,13.8,MX,2021-02-08 20:28:01
327,Vila Franca Do Campo,37.7167,-25.4333,60.01,94,75,20.71,PT,2021-02-08 20:28:01
328,Kirkkonummi,60.1238,24.4385,15.01,95,23,4.52,FI,2021-02-08 20:28:01
329,Muriti,-1.9833,32.9167,73.4,78,40,7.58,TZ,2021-02-08 20:28:01
330,Yumen,40.2833,97.2,27.36,76,51,7.09,CN,2021-02-08 20:28:01
331,Muros,42.7762,-9.0603,53.01,83,100,5.99,ES,2021-02-08 20:28:01
332,Nola,40.922,14.5329,54.0,74,32,1.01,IT,2021-02-08 20:28:02
333,Touros,-5.1989,-35.4608,84.2,65,0,18.41,BR,2021-02-08 20:27:41
334,Nyurba,63.2842,118.3319,-22.29,87,98,4.12,RU,2021-02-08 20:28:02
335,Bonthe,7.5264,-12.505,80.28,80,42,9.37,SL,2021-02-08 20:28:02
336,Los Llanos De Aridane,28.6585,-17.9182,66.2,68,75,4.61,ES,2021-02-08 20:28:02
337,Van,38.4924,43.3831,32.0,86,40,2.3,TR,2021-02-08 20:28:02
338,Arlit,18.7369,7.3853,74.35,16,95,6.67,NE,2021-02-08 20:28:02
339,Coquimbo,-29.9533,-71.3436,68.0,64,0,13.8,CL,2021-02-08 20:28:02
340,Valparaiso,-33.0393,-71.6273,69.8,55,40,13.8,CL,2021-02-08 20:26:43
341,Qaqortoq,60.7167,-46.0333,39.2,28,40,40.29,GL,2021-02-08 20:27:24
342,Migori,-1.0634,34.4731,65.41,77,74,6.38,KE,2021-02-08 20:28:02
343,Pangnirtung,66.1451,-65.7125,14.0,62,20,3.44,CA,2021-02-08 20:28:03
344,Sabla,12.7525,4.7077,76.37,15,0,9.35,NG,2021-02-08 20:28:03
345,Santa Fe,-31.6333,-60.7,88.0,52,99,5.01,AR,2021-02-08 20:28:03
346,Creel,27.75,-107.6333,59.14,29,0,11.63,MX,2021-02-08 20:28:03
347,Zyryanka,65.75,150.85,-25.47,86,60,2.53,RU,2021-02-08 20:28:03
348,Cidreira,-30.1811,-50.2056,75.38,68,0,11.74,BR,2021-02-08 20:28:03
349,Sobolevo,54.4299,31.8996,5.31,92,100,9.82,RU,2021-02-08 20:28:03
350,Pecos,31.4229,-103.4932,78.8,7,1,18.41,US,2021-02-08 20:28:03
351,Porto Novo,6.4965,2.6036,84.2,84,20,12.66,BJ,2021-02-08 20:28:04
352,Nome,64.5011,-165.4064,8.01,51,40,8.05,US,2021-02-08 20:28:04
353,Kaitong,44.8135,123.15,4.51,91,0,9.1,CN,2021-02-08 20:26:28
354,Prince Rupert,54.3161,-130.3201,30.2,51,75,6.91,CA,2021-02-08 20:28:04
355,Hami,42.8,93.45,31.23,77,47,2.8,CN,2021-02-08 20:28:04
356,Cayenne,4.9333,-52.3333,82.4,74,75,13.8,GF,2021-02-08 20:28:04
357,Jacareacanga,-6.2222,-57.7528,89.6,66,20,6.91,BR,2021-02-08 20:28:04
358,Kumluca,36.3703,30.2869,58.87,77,88,4.03,TR,2021-02-08 20:28:04
359,Sens,48.1667,3.3333,30.99,82,57,5.28,FR,2021-02-08 20:28:04
360,Grindavik,63.8424,-22.4338,30.2,80,0,9.22,IS,2021-02-08 20:28:04
361,Biak,-0.9131,122.8766,75.09,88,100,0.83,ID,2021-02-08 20:28:05
362,Jizan,17.3333,42.6667,75.2,69,40,12.66,SA,2021-02-08 20:27:02
363,Namatanai,-3.6667,152.4333,80.62,83,76,6.49,PG,2021-02-08 20:28:05
364,Nantucket,41.2835,-70.0995,27.0,63,1,11.5,US,2021-02-08 20:24:57
365,Kahului,20.8947,-156.47,75.2,60,20,19.57,US,2021-02-08 20:28:05
366,Kamina,-8.7386,24.9906,65.52,98,100,4.29,CD,2021-02-08 20:28:05
367,Beberibe,-4.1797,-38.1306,84.2,74,20,12.66,BR,2021-02-08 20:28:05
368,Pitkyaranta,61.5734,31.4792,6.15,95,10,5.99,RU,2021-02-08 20:28:05
369,Safaga,26.7292,33.9365,66.2,42,0,5.75,EG,2021-02-08 20:28:05
370,Farafangana,-22.8167,47.8333,79.75,87,100,11.1,MG,2021-02-08 20:28:05
371,Mahanoro,-19.9,48.8,78.87,85,74,7.58,MG,2021-02-08 20:28:05
372,Concepcion Del Oro,24.6333,-101.4167,70.47,19,1,9.17,MX,2021-02-08 20:28:05
373,Moralillo,22.2167,-97.9,78.8,73,40,9.22,MX,2021-02-08 20:28:06
374,Ashqelon,31.6693,34.5715,64.0,51,98,6.71,IL,2021-02-08 20:28:06
375,Mutare,-18.9707,32.6709,65.17,96,73,3.42,ZW,2021-02-08 20:28:06
376,Russell,32.3502,-85.1999,62.6,42,20,11.5,US,2021-02-08 20:28:06
377,Nizhnyaya Tavda,57.6731,66.1725,-11.29,88,100,8.34,RU,2021-02-08 20:28:06
378,Brae,60.3964,-1.353,32.0,64,75,19.57,GB,2021-02-08 20:28:06
379,Severnyy,50.677,36.5532,15.8,67,0,15.66,RU,2021-02-08 20:28:06
380,Klaksvik,62.2266,-6.589,35.6,60,20,8.05,FO,2021-02-08 20:28:06
381,Alice Springs,-23.7,133.8833,80.6,57,75,5.75,AU,2021-02-08 20:24:20
382,Labuan,5.2767,115.2417,77.0,94,20,5.53,MY,2021-02-08 20:28:06
383,Korcula,42.9622,17.1369,46.4,87,20,3.44,HR,2021-02-08 20:28:07
384,Bunia,1.5667,30.25,69.55,33,100,2.13,CD,2021-02-08 20:28:07
385,Beira,-19.8436,34.8389,84.2,74,20,5.75,MZ,2021-02-08 20:28:07
386,Araouane,18.9048,-3.5265,68.79,20,96,9.13,ML,2021-02-08 20:28:07
387,Omboue,-1.5746,9.2618,79.32,85,99,4.36,GA,2021-02-08 20:28:07
388,Hearst,49.6835,-83.6665,-4.0,45,1,12.66,CA,2021-02-08 20:28:07
389,Shingu,33.7333,135.9833,31.73,90,0,4.52,JP,2021-02-08 20:28:07
390,Pemangkat,1.1667,108.9667,76.75,88,100,6.93,ID,2021-02-08 20:28:07
391,Acapulco,16.8634,-99.8901,86.0,62,20,8.05,MX,2021-02-08 20:28:07
392,Chihuahua,28.5,-106.0,73.4,8,1,5.75,MX,2021-02-08 20:28:07
393,Provideniya,64.3833,-173.3,-0.65,88,100,18.1,RU,2021-02-08 20:27:27
394,Salas,43.4118,-6.2602,55.0,76,40,5.75,ES,2021-02-08 20:28:08
395,Mastic Beach,40.7668,-72.8521,28.0,50,1,9.22,US,2021-02-08 20:28:08
396,Lalmohan,22.3384,90.7419,66.72,50,0,8.61,BD,2021-02-08 20:28:08
397,Yuci,37.6803,112.7319,21.2,68,0,4.09,CN,2021-02-08 20:28:08
398,Ilo,-17.6394,-71.3375,73.4,83,0,13.8,PE,2021-02-08 20:28:08
399,Nsanje,-16.92,35.262,77.61,82,97,3.76,MW,2021-02-08 20:28:08
400,Antofagasta,-23.65,-70.4,69.8,68,20,18.41,CL,2021-02-08 20:27:29
401,Gushi,34.6425,109.5843,39.34,68,62,4.47,CN,2021-02-08 20:28:08
402,Chiredzi,-21.05,31.6667,74.84,67,54,3.98,ZW,2021-02-08 20:28:08
403,Mayo,38.8876,-76.5119,35.01,51,1,11.5,US,2021-02-08 20:28:08
404,Port Lincoln,-34.7333,135.8667,65.21,81,7,13.09,AU,2021-02-08 20:28:08
405,Saldanha,-33.0117,17.9442,68.0,77,0,17.27,ZA,2021-02-08 20:27:34
406,Taoudenni,22.6783,-3.9836,66.7,23,0,9.4,ML,2021-02-08 20:28:09
407,Urengoy,65.9667,78.3667,-4.77,92,100,6.85,RU,2021-02-08 20:28:09
408,Mandalgovi,45.7625,106.2708,14.65,75,0,7.56,MN,2021-02-08 20:28:09
409,Beian,63.6559,9.5683,23.0,80,20,10.36,NO,2021-02-08 20:28:09
410,Umea,63.8284,20.2597,-0.4,92,0,3.44,SE,2021-02-08 20:28:09
411,Boralday,43.3578,76.8594,39.2,93,90,13.42,KZ,2021-02-08 20:28:09
412,Zwedru,6.0667,-8.1281,75.81,85,83,5.93,LR,2021-02-08 20:28:09
413,Bhatkal,13.9667,74.5667,76.46,37,3,5.86,IN,2021-02-08 20:28:09
414,Vestmannaeyjar,63.4427,-20.2734,36.25,81,26,16.87,IS,2021-02-08 20:27:38
415,Seoul,37.5683,126.9778,19.4,73,0,2.3,KR,2021-02-08 20:25:01
416,Evensk,61.95,159.2333,12.29,91,100,42.01,RU,2021-02-08 20:28:09
417,Havelock,34.8791,-76.9013,55.0,53,1,10.36,US,2021-02-08 20:28:09
418,Riacho De Santana,-13.6092,-42.9389,77.54,72,98,3.47,BR,2021-02-08 20:28:09
419,Emilio Carranza,19.9711,-96.6114,78.73,67,7,12.24,MX,2021-02-08 20:28:10
420,Monze,-16.2833,27.4833,68.04,95,100,5.44,ZM,2021-02-08 20:28:10
421,Flinders,-34.5833,150.8552,64.99,92,100,1.01,AU,2021-02-08 20:28:10
422,Miraflores,19.2167,-98.8083,80.6,8,1,11.5,MX,2021-02-08 20:28:10
423,Souillac,-20.5167,57.5167,78.8,78,40,6.91,MU,2021-02-08 20:28:10
424,Constitucion,-35.3333,-72.4167,66.24,71,11,11.52,CL,2021-02-08 20:27:26
425,Beringovskiy,63.05,179.3167,-1.17,93,100,6.33,RU,2021-02-08 20:28:10
426,Aswan,24.0934,32.907,65.07,42,0,8.5,EG,2021-02-08 20:24:24
427,Inirida,3.8653,-67.9239,88.72,58,80,3.22,CO,2021-02-08 20:28:10
428,Atambua,-9.1061,124.8925,74.79,89,100,2.59,ID,2021-02-08 20:28:10
429,Alugan,12.2188,125.4808,77.4,89,100,20.89,PH,2021-02-08 20:28:10
430,Solnechnyy,50.7214,136.6319,-3.3,88,100,2.42,RU,2021-02-08 20:28:11
431,Palauig,15.435,119.9045,77.49,69,88,5.55,PH,2021-02-08 20:28:11
432,Puerto Del Rosario,28.5004,-13.8627,66.2,63,40,9.22,ES,2021-02-08 20:28:11
433,Kidal,18.4411,1.4078,74.8,18,96,9.17,ML,2021-02-08 20:28:11
434,San Cristobal,7.7669,-72.225,89.6,48,40,11.5,VE,2021-02-08 20:26:39
435,Sur,22.5667,59.5289,65.21,76,76,0.96,OM,2021-02-08 20:28:11
436,Fomboni,-12.28,43.7425,83.75,74,100,17.38,KM,2021-02-08 20:28:11
437,Rizhao,35.4275,119.4553,31.39,83,90,4.79,CN,2021-02-08 20:28:11
438,Khorixas,-20.3667,14.9667,71.44,67,100,6.89,NA,2021-02-08 20:28:11
439,Half Moon Bay,37.4636,-122.4286,57.99,76,75,4.61,US,2021-02-08 20:27:27
440,Sabang,5.8933,95.3214,81.57,74,31,8.34,ID,2021-02-08 20:28:11
441,Rantauprapat,2.1,99.8333,73.04,94,99,1.77,ID,2021-02-08 20:28:12
442,Makinsk,52.6292,70.4169,-9.44,88,100,19.51,KZ,2021-02-08 20:28:12
443,Poso,-1.3959,120.7524,77.0,84,100,2.86,ID,2021-02-08 20:28:12
444,Wamba,8.9333,8.6,79.81,17,83,2.17,NG,2021-02-08 20:28:12
445,Norman Wells,65.282,-126.8329,-29.2,75,1,9.22,CA,2021-02-08 20:28:12
446,Kapit,2.0167,112.9333,73.04,95,100,0.87,MY,2021-02-08 20:28:12
447,Atar,20.5169,-13.0499,66.96,26,0,9.75,MR,2021-02-08 20:28:12
448,Huarmey,-10.0681,-78.1522,77.27,63,38,11.45,PE,2021-02-08 20:28:12
449,Vila,42.0304,-8.1588,46.0,94,100,17.0,PT,2021-02-08 20:28:12
450,Erzin,36.9559,36.2,57.2,100,75,3.44,TR,2021-02-08 20:28:12
451,Muswellbrook,-32.2667,150.9,64.99,80,69,1.01,AU,2021-02-08 20:28:12
452,Port Augusta,-32.5,137.7667,64.99,77,0,3.44,AU,2021-02-08 20:28:12
453,Serenje,-13.2325,30.2352,64.53,98,100,1.01,ZM,2021-02-08 20:28:13
454,Kloulklubed,7.0419,134.2556,78.8,94,90,10.36,PW,2021-02-08 20:28:13
455,Pedernales,18.0384,-71.744,86.5,42,28,7.94,DO,2021-02-08 20:28:13
456,Puerto Baquerizo Moreno,-0.9,-89.6,84.2,84,75,12.66,EC,2021-02-08 20:28:13
457,Kashi,39.4547,75.9797,35.6,41,89,6.71,CN,2021-02-08 20:28:13
458,Ganzhou,28.8184,115.4327,46.15,83,97,4.41,CN,2021-02-08 20:28:13
459,Yershov,51.3513,48.2766,-12.71,87,0,8.12,RU,2021-02-08 20:28:13
460,Ledyard,41.4398,-72.0142,30.0,43,1,9.22,US,2021-02-08 20:28:13
461,Hohhot,40.8106,111.6522,14.0,67,0,4.47,CN,2021-02-08 20:25:04
462,Zalantun,48.0,122.7167,2.55,87,70,2.91,CN,2021-02-08 20:25:27
463,Pandamatenga,-18.5278,25.627,67.82,93,100,3.65,BW,2021-02-08 20:28:13
464,Sao Jose Da Coroa Grande,-8.8978,-35.1478,81.27,70,1,10.33,BR,2021-02-08 20:28:14
465,Maketu,-37.7667,176.45,64.0,90,100,1.99,NZ,2021-02-08 20:28:14
466,Zhaoqing,23.0512,112.4597,66.99,99,100,3.42,CN,2021-02-08 20:28:14
467,Kijang,35.2442,129.2139,26.6,43,0,5.75,KR,2021-02-08 20:27:35
468,Freeport,40.6576,-73.5832,30.0,46,1,5.75,US,2021-02-08 20:23:34
469,Izhma,65.0083,53.9113,-11.7,88,100,10.63,RU,2021-02-08 20:28:14
470,Xingyi,24.1877,102.817,40.48,96,100,2.8,CN,2021-02-08 20:28:14
471,Simao,22.7886,100.9748,41.56,96,53,1.7,CN,2021-02-08 20:28:14
472,Briancon,44.9,6.65,39.0,64,80,1.99,FR,2021-02-08 20:28:14
473,Kielce,50.8703,20.6275,21.0,1,99,3.04,PL,2021-02-08 20:28:14
474,Stromness,58.965,-3.296,30.2,64,20,2.3,GB,2021-02-08 20:28:15
475,Custoias,41.1053,-7.321,50.0,8,100,8.01,PT,2021-02-08 20:28:15
476,Am Timan,11.0297,20.2827,72.07,19,76,5.48,TD,2021-02-08 20:28:15
477,Puri,19.8,85.85,62.6,88,0,5.79,IN,2021-02-08 20:28:15
478,Luena,-11.7833,19.9167,64.36,95,100,4.83,AO,2021-02-08 20:28:15
479,Trincomalee,8.5711,81.2335,77.47,73,68,15.88,LK,2021-02-08 20:28:15
480,Igrim,63.1906,64.4162,-15.61,89,100,4.97,RU,2021-02-08 20:28:15
481,San Patricio,28.017,-97.5169,75.0,73,90,13.8,US,2021-02-08 20:28:15
482,Hervey Bay,-25.2986,152.8535,73.99,77,63,1.01,AU,2021-02-08 20:28:15
483,Neuwied,50.4333,7.4667,25.0,85,95,4.12,DE,2021-02-08 20:24:43
484,San-Pedro,4.7485,-6.6363,78.19,89,100,5.68,CI,2021-02-08 20:28:15
485,Pocone,-16.2567,-56.6228,97.36,22,17,1.39,BR,2021-02-08 20:28:16
486,Chaman,30.9236,66.4512,54.25,35,0,3.94,PK,2021-02-08 20:28:16
487,Renala Khurd,30.8833,73.6,57.47,36,51,3.15,PK,2021-02-08 20:28:16
488,Corrente,-3.7367,-43.3394,81.16,83,100,5.14,BR,2021-02-08 20:28:16
489,Vicuna,-30.0319,-70.7081,82.99,27,0,1.01,CL,2021-02-08 20:28:16
490,Manavalakurichi,8.1333,77.3,78.8,57,20,15.48,IN,2021-02-08 20:28:16
491,Teknaf,20.8624,92.3058,64.87,70,0,10.29,BD,2021-02-08 20:27:15
492,Horta,38.5333,-28.6333,60.8,82,75,18.41,PT,2021-02-08 20:28:16
493,Babayurt,43.6002,46.7789,38.1,92,100,8.21,RU,2021-02-08 20:28:16
494,Wanaka,-44.7,169.15,57.45,81,100,4.74,NZ,2021-02-08 20:28:16
495,Butembo,0.15,29.2833,60.28,61,96,3.11,CD,2021-02-08 20:28:16
496,Nongstoin,25.5167,91.2667,49.44,48,0,3.78,IN,2021-02-08 20:28:16
497,Kattivakkam,13.2167,80.3167,75.2,78,75,9.93,IN,2021-02-08 20:28:17
498,Hun,29.1268,15.9477,60.42,30,0,2.93,LY,2021-02-08 20:28:17
499,Ahipara,-35.1667,173.1667,68.36,80,100,8.88,NZ,2021-02-08 20:28:17
500,Peniche,39.3558,-9.3811,55.99,89,100,11.99,PT,2021-02-08 20:28:17
501,Manadhoo,5.7667,73.3833,81.12,68,12,5.68,MV,2021-02-08 20:28:17
502,Caraquet,47.7941,-64.9386,26.6,59,100,16.11,CA,2021-02-08 20:28:17
503,Santa Elena,-2.2333,-80.85,84.2,65,0,9.22,EC,2021-02-08 20:28:17
504,Dolzhanskaya,46.6311,37.8039,21.0,25,100,24.0,RU,2021-02-08 20:28:17
505,Mattru,7.6244,-11.8332,80.89,71,4,5.64,SL,2021-02-08 20:28:17
506,Sosnovo,60.5514,30.2144,5.0,84,29,3.65,RU,2021-02-08 20:28:17
507,Lerwick,60.1545,-1.1494,32.0,64,75,19.57,GB,2021-02-08 20:28:17
508,Dapitan,8.6464,123.4208,77.05,85,99,5.12,PH,2021-02-08 20:28:18
509,Maragogi,-9.0122,-35.2225,81.07,71,1,10.56,BR,2021-02-08 20:28:18
510,Komsomolskiy,40.4272,71.7189,46.4,81,90,6.91,UZ,2021-02-08 20:28:18
511,Guaymas,27.9333,-110.9,78.01,33,1,5.41,MX,2021-02-08 20:28:18
512,Secu,44.4667,23.3,42.01,94,93,8.48,RO,2021-02-08 20:28:18
513,Maniitsoq,65.4167,-52.9,24.04,82,0,12.37,GL,2021-02-08 20:28:18
514,Nishihara,26.1842,127.7558,60.8,58,1,8.05,JP,2021-02-08 20:28:18
515,Caucaia,-3.7361,-38.6531,84.2,74,20,12.66,BR,2021-02-08 20:27:21
516,Makakilo City,21.3469,-158.0858,78.8,50,1,12.66,US,2021-02-08 20:28:18
517,Buraydah,26.326,43.975,51.8,100,0,5.68,SA,2021-02-08 20:28:18
518,Timmins,48.4669,-81.3331,8.6,56,75,4.61,CA,2021-02-08 20:28:13
519,Yima,34.7381,111.8839,39.0,99,0,3.85,CN,2021-02-08 20:28:18
520,Irbil,36.1926,44.0106,48.2,87,78,2.3,IQ,2021-02-08 20:26:10
521,Bardiyah,31.7561,25.0865,62.62,68,0,12.08,LY,2021-02-08 20:28:19
522,Korla,41.7597,86.1469,32.22,79,52,3.83,CN,2021-02-08 20:28:19
523,Aripuana,-9.1667,-60.6333,81.82,91,100,3.42,BR,2021-02-08 20:28:19
524,Zhaotong,27.3167,103.7167,39.15,73,100,1.74,CN,2021-02-08 20:28:19
525,Aykhal,66.0,111.5,-16.62,86,100,6.17,RU,2021-02-08 20:28:19
526,At-Bashi,41.1702,75.8106,22.14,85,88,1.61,KG,2021-02-08 20:28:19
527,Labuhan,-6.8844,112.2051,78.4,86,100,7.9,ID,2021-02-08 20:28:19
528,Yar-Sale,66.8333,70.8333,-20.24,86,0,3.83,RU,2021-02-08 20:27:37
529,Buluang,13.3068,123.3425,74.08,93,100,4.68,PH,2021-02-08 20:28:19
530,Killybegs,54.6333,-8.45,33.8,75,20,14.97,IE,2021-02-08 20:28:19
531,Bahia De Caraquez,-0.6,-80.4167,80.6,78,90,5.75,EC,2021-02-08 20:28:19
532,Kungurtug,50.5994,97.5228,10.22,85,100,3.67,RU,2021-02-08 20:28:19
533,Khandyga,62.6667,135.6,-26.82,84,99,3.71,RU,2021-02-08 20:28:19
534,Zhigansk,66.7697,123.3711,-27.58,81,0,9.22,RU,2021-02-08 20:27:36
535,Suez,29.9737,32.5263,66.69,51,100,9.51,EG,2021-02-08 20:28:20
536,Miajadas,39.1513,-5.9084,50.0,80,87,5.99,ES,2021-02-08 20:28:20
537,Santa Maria,-29.6842,-53.8069,86.0,48,20,9.22,BR,2021-02-08 20:26:06
538,Ambajogai,18.7333,76.3833,61.05,29,0,5.66,IN,2021-02-08 20:28:20
539,Usinsk,65.9939,57.5281,-14.48,89,100,9.24,RU,2021-02-08 20:28:20
540,Ronneby,56.21,15.276,24.8,68,90,16.11,SE,2021-02-08 20:28:20
541,Saint-Pierre,-21.3393,55.4781,77.0,78,20,5.75,RE,2021-02-08 20:28:20
542,Morehead,37.2711,-87.1764,39.2,56,90,3.44,US,2021-02-08 20:28:20
543,Nuuk,64.1835,-51.7216,30.2,43,1,12.66,GL,2021-02-08 20:26:07
544,San Andres,12.5847,-81.7006,86.0,66,40,13.8,CO,2021-02-08 20:26:07
545,Santa Cruz,-17.8,-63.1667,93.2,46,75,9.22,BO,2021-02-08 20:28:20
546,Kirakira,-10.4544,161.9205,80.24,80,100,7.27,SB,2021-02-08 20:28:21
547,Yanam,16.7333,82.2167,65.26,85,0,1.95,IN,2021-02-08 20:28:21
548,Ingham,42.6,-84.3833,18.0,57,90,5.75,US,2021-02-08 20:28:21
549,Hulyaypole,47.6653,36.2578,23.94,96,100,21.88,UA,2021-02-08 20:28:21
550,Kargopol,61.5071,38.9456,-3.03,93,92,4.29,RU,2021-02-08 20:28:21
551,Ust-Charyshskaya Pristan,52.3934,83.6635,18.79,94,100,16.46,RU,2021-02-08 20:28:21
552,Nacala,-14.5428,40.6728,79.5,86,70,6.98,MZ,2021-02-08 20:28:21
